,FBH400-40,FBH510-10,FBH630-10,FBH700-40,FBH770-10,FESH0500,FESH0750,FESH0750_NF633-25,350nm,550nm,750nm,950nm
422.0,0.00019497175652966826,7.343609602252986e-07,3.587721121457976e-07,1.1991436172612686e-06,5.891956450669675e-07,0.39873302833137014,0.3947200420243854,1.4130977504472994e-05,0.0,0.0,0.0,0.0
423.0,5.183417592274608e-05,7.588565127053117e-07,4.001741649333711e-07,1.1287920692103518e-06,9.703381019970424e-07,0.40305248057398047,0.3988653688960458,1.2045734140660585e-05,0.0,0.0,0.0,0.0
424.0,1.0880229181569724e-05,7.966178392550785e-07,4.6340934711365923e-07,9.466574482511527e-07,1.4395255903617024e-06,0.4072961270554861,0.40333971386123946,2.7023760828703043e-06,0.0,0.0,0.0,0.0
425.0,1.3454855717219323e-06,7.879480600602334e-07,3.660510314318725e-07,8.885171032499273e-07,1.0548187475914138e-06,0.41150040012805134,0.40760030057661595,9.130246732916197e-06,0.0,0.0,0.0,0.0
426.0,3.891352915899603e-07,7.702661412254502e-07,3.6128725995521365e-07,1.1296347824370172e-06,6.146795370150177e-07,0.41578012521557817,0.4115661346374937,1.8890885579860966e-05,0.0,0.0,0.0,0.0
427.0,2.318697338649706e-07,7.78364341892904e-07,5.172062979025231e-07,1.4536371761138305e-06,4.8190694674434e-07,0.4200796170934539,0.4157143208704543,1.766785863699431e-05,0.0,0.0,0.0,0.0
428.0,1.4633849213432196e-07,7.864065377433434e-07,5.04843094399411e-07,1.6404738370944235e-06,4.7388831752012286e-07,0.42486687134024326,0.41985635784230113,1.922942118917739e-05,0.0,0.0,0.0,0.0
429.0,1.664255109139472e-07,7.854698818982042e-07,5.192934695572717e-07,1.6843082130044634e-06,4.964951559063303e-07,0.42958207919596203,0.42435057648163466,9.972238547318416e-06,0.0,0.0,0.0,0.0
430.0,1.0879949913487343e-07,7.854052578821129e-07,3.185355823465378e-07,1.7160008538720022e-06,4.79662950946906e-07,0.4343623264738607,0.42965837821517444,3.3513353500783604e-06,0.0,0.0,0.0,0.0
431.0,1.984393027194982e-07,8.32716633878183e-07,6.143374267358999e-07,1.4675950333440542e-06,5.044009600152036e-07,0.4403443099883625,0.43619527499756733,1.3129477777426774e-05,0.0,0.0,0.0,0.0
432.0,2.004754762757305e-07,8.397602464498293e-07,5.859923278886756e-07,1.3127354913456704e-06,4.4684545943038146e-07,0.4463313235589122,0.44355705922457195,2.2754477138220545e-05,0.0,0.0,0.0,0.0
433.0,2.4556124185178833e-07,7.62379464720696e-07,4.113719780399273e-07,1.284000255422073e-06,5.324276034597537e-07,0.45201664005545733,0.45107220559096034,1.5110918887297172e-05,0.0,0.0,0.0,0.0
434.0,2.1053117053993697e-07,7.77610504337133e-07,8.440058285820333e-07,1.5153772823689158e-06,5.634528082167337e-07,0.4580627276314571,0.45716020657859846,1.9383592758932576e-05,0.0,0.0,0.0,0.0
435.0,2.3832423020477008e-07,8.555786783350786e-07,7.978093292621021e-07,2.0396161534467205e-06,5.279099463603491e-07,0.4645851643802058,0.4628467852698246,1.5968214091808948e-05,0.0,0.0,0.0,0.0
436.0,1.5099232110021046e-07,8.669754781210447e-07,6.185514260916939e-07,2.2130846362006865e-06,5.445326667392145e-07,0.47126952614796364,0.46948588078780135,6.291110802556538e-06,0.0,0.0,0.0,0.0
437.0,1.40132651189309e-07,8.489735821777561e-07,5.776066562213979e-07,2.1680175882971897e-06,4.978626532854393e-07,0.47852779628379066,0.47636419919181433,1.3766925356643433e-05,0.0,0.0,0.0,0.0
438.0,1.273428970545627e-07,8.952134428014731e-07,5.89938530384316e-07,1.913098842334291e-06,5.593050494677199e-07,0.4860464946945962,0.48306520726005553,1.7197121378457976e-05,0.0,0.0,0.0,0.0
439.0,1.1788321336783813e-07,9.677772958946927e-07,5.319367390510171e-07,1.5733501329692952e-06,5.565453963602495e-07,0.49308453093102084,0.48970932741484696,2.3995757043327498e-05,0.0,0.0,0.0,0.0
440.0,1.8079650071037386e-07,9.341633607412884e-07,5.540617967320631e-07,1.3019495145685226e-06,5.740591465711597e-07,0.49961135770692755,0.49629417260377534,0.00025936333460273303,0.0,0.0,0.0,0.0
441.0,1.0922634963285456e-07,9.306859649504194e-07,5.668786582973995e-07,1.297423394206955e-06,5.503344984484753e-07,0.5058388471141496,0.5031057919333004,0.0009755221305586695,0.0,0.0,0.0,0.0
442.0,1.1068449358609568e-07,1.0166913519011094e-06,7.268551455695638e-07,1.6039766645421215e-06,8.992894100967909e-07,0.5116217761745916,0.5097977378200457,0.0021410485392966278,0.0,0.0,0.0,0.0
443.0,1.121582591679598e-07,1.0831904188882799e-06,7.681648835700085e-07,1.9064090248469362e-06,9.219548856407465e-07,0.5175828023137892,0.5160972317836102,0.0036586132761140125,0.0,0.0,0.0,0.0
444.0,1.1364161962492194e-07,1.1241418420727166e-06,6.212563726342795e-07,1.915621457077347e-06,8.90566060920991e-07,0.5246796877817048,0.522655289599098,0.0061959739271393866,0.0,0.0,0.0,0.0
445.0,1.1107285355736187e-07,1.1107988543619993e-06,6.893675373213591e-07,1.8140516478197616e-06,6.831362108433159e-07,0.5320174293539686,0.5294831131750405,0.010306335849640844,0.0,0.0,0.0,0.0
446.0,1.1243691297734808e-07,1.0581904440854287e-06,6.426900017324815e-07,1.753688593037895e-06,6.636992822597641e-07,0.5384461053905968,0.5359377814145296,0.015452426082634425,0.0,0.0,0.0,0.0
447.0,1.145985296087732e-07,1.0334248814332257e-06,5.897194191234007e-07,1.4190159996966586e-06,7.570315938392121e-07,0.5448798785753446,0.5430550570475435,0.022841710282005257,0.0,0.0,0.0,0.0
448.0,1.1681243926628552e-07,9.739547420346488e-07,5.811445774522146e-07,1.4502341771615253e-06,8.586199992094101e-07,0.5515310051721027,0.5509113987666427,0.03553725596226069,0.0,0.0,0.0,0.0
449.0,1.1905717194782806e-07,9.877580578016499e-07,7.622310044037127e-07,1.7006108805554429e-06,7.375562095201686e-07,0.5589154293791057,0.5583755917577415,0.053601432443461924,0.0,0.0,0.0,0.0
450.0,1.226031033670093e-07,9.603147144342288e-07,9.188374977251864e-07,2.1744512051135156e-06,6.662625897117344e-07,0.5666163428759183,0.5655828804916923,0.07530849170322981,0.0,0.0,0.0,0.0
451.0,1.3077334329755122e-07,9.613282739483292e-07,9.075588162129757e-07,2.358234438810658e-06,7.465092044791185e-07,0.5752392849967012,0.5737622215848813,0.10265684817130108,0.0,0.0,0.0,0.0
452.0,1.326079136334741e-07,9.984177005799904e-07,6.916998804840022e-07,2.510299864557115e-06,6.903998496714708e-07,0.5857870082755903,0.5823905346551939,0.1389195943591212,0.0,0.0,0.0,0.0
453.0,1.3446430781300873e-07,9.938850266567915e-07,7.013346951345688e-07,2.5437729033095594e-06,7.122070700018064e-07,0.5966126879038028,0.5910921035091038,0.1804977762222712,0.0,0.0,0.0,0.0
454.0,2.0587608942699501e-07,9.454444202407422e-07,5.314299139389618e-07,2.6159310671704365e-06,6.043620782226424e-07,0.605823118717075,0.5995307645349655,0.21975998019181459,0.0,0.0,0.0,0.0
455.0,1.9578218912494596e-07,1.0098466632009167e-06,6.085010199311116e-07,2.4226670014981966e-06,7.700995212928117e-07,0.6147189123916315,0.6089969003708265,0.25711654254648175,0.0,0.0,0.0,0.0
456.0,1.5534135628835332e-07,1.0446313934239516e-06,7.837550981127189e-07,2.33360021341778e-06,6.489386424352901e-07,0.6245080696226939,0.6194717373365973,0.29763300154725864,0.0,0.0,0.0,0.0
457.0,1.578463258785794e-07,1.0157724808503546e-06,9.707304737183358e-07,2.3701957932278426e-06,6.526140656539016e-07,0.6349510605022762,0.6294590087237214,0.3435533765598329,0.0,0.0,0.0,0.0
458.0,1.6036935391669054e-07,1.077639993370697e-06,1.0452682713924013e-06,2.4535753457617354e-06,6.953584355616294e-07,0.6455364742715902,0.6389617030749997,0.39238810705495547,0.0,0.0,0.0,0.0
459.0,2.4389853389319797e-07,1.0608155648802186e-06,7.207552817815833e-07,2.685407949541093e-06,7.061509367454839e-07,0.6566262557575836,0.6496931199764138,0.4363832110839657,0.0,0.0,0.0,0.0
460.0,1.779916808707541e-07,1.0635491549856527e-06,7.116364852261944e-07,2.828726554148918e-06,8.184854101987404e-07,0.6674928095647319,0.6605429993663647,0.47014167796191,0.0,0.0,0.0,0.0
461.0,1.511194179686085e-07,1.158082129274958e-06,7.170830715231794e-07,3.0564538353676176e-06,8.741574310366224e-07,0.679235065499812,0.671793954112068,0.501953156374108,0.0,0.0,0.0,0.0
462.0,1.538657189438658e-07,1.2979257410508656e-06,7.507116661883382e-07,2.9709907986757505e-06,7.423862567683641e-07,0.6914442568917974,0.6835111474687201,0.5427768857160581,0.0,0.0,0.0,0.0
463.0,1.56646742640427e-07,1.24965986161271e-06,6.714380590314131e-07,2.8806848110394377e-06,7.127210271076092e-07,0.704002334169905,0.6961768588078712,0.5942200173933113,0.0,0.0,0.0,0.0
464.0,1.4898367690013894e-07,1.2277690963818677e-06,6.541312754436987e-07,2.952792204150898e-06,8.483398652248534e-07,0.7162304426204259,0.7085908167570261,0.6470565067935193,0.0,0.0,0.0,0.0
465.0,1.5964096292100872e-07,1.3380474143289522e-06,6.804233183904218e-07,2.8855247500691784e-06,8.927878515310941e-07,0.728393981435401,0.7207757028683073,0.6889089837258044,0.0,0.0,0.0,0.0
466.0,1.6392453647388951e-07,1.2721758891985295e-06,6.927322177471492e-07,2.765168182097258e-06,8.645835161560481e-07,0.7411681094529438,0.7341634478887935,0.7160506812168949,0.0,0.0,0.0,0.0
467.0,1.6410441654702192e-07,1.2424451009542564e-06,6.982845263867624e-07,2.6419282138559702e-06,8.729483954612858e-07,0.7550693781958513,0.7486627672890906,0.7339034797622,0.0,0.0,0.0,0.0
468.0,1.8466147201242286e-07,1.2189004159150374e-06,8.441863284981065e-07,2.607236767009905e-06,1.0222593181580269e-06,0.7700501090068438,0.763253573419618,0.7484455381909894,0.0,0.0,0.0,0.0
469.0,1.8597412879996214e-07,1.3845609497862538e-06,7.00470992452901e-07,2.545215303845184e-06,8.955949805607486e-07,0.7758503282402806,0.7684548553410198,0.7543704610613585,0.0,0.0,0.0,0.0
470.0,1.8405184143285934e-07,1.3547185777248921e-06,8.01938390370947e-07,2.6184336931672644e-06,1.0644988790907877e-06,0.7674690012704504,0.7600038659784414,0.747285049280519,0.0,0.0,0.0,0.0
471.0,2.9490755506396783e-07,1.3246871878372514e-06,7.85558689166312e-07,2.8368605677695223e-06,8.612065619177302e-07,0.759103956989103,0.7521997452954081,0.7402473665626387,0.0,0.0,0.0,0.0
472.0,3.6986613234795517e-07,1.3703251493881695e-06,7.845191318301141e-07,2.986490675704639e-06,8.441087345143615e-07,0.7504580510159868,0.7443725740448617,0.7332264879956286,0.0,0.0,0.0,0.0
473.0,2.0113629611590415e-07,1.3093858050403556e-06,8.282188942566861e-07,2.547551959026089e-06,8.716079119512456e-07,0.741366307962641,0.7359810766475887,0.7253477692483997,0.0,0.0,0.0,0.0
474.0,1.9885777795227777e-07,1.2421985057174402e-06,6.476808318090813e-07,2.184605214826288e-06,9.062300678456446e-07,0.7326785493070143,0.728222146183417,0.7182051592738057,0.0,0.0,0.0,0.0
475.0,1.9712159467396886e-07,1.1645102816620689e-06,6.488938647407698e-07,2.2743966046389624e-06,9.128583230513466e-07,0.7262927936539573,0.7227998966001807,0.7150395555103329,0.0,0.0,0.0,0.0
476.0,1.8289681746725289e-07,1.2720334829268761e-06,6.9922282153495e-07,2.532530030846109e-06,8.00460345358236e-07,0.7237289773987192,0.7210395553460388,0.7119657051657422,0.0,0.0,0.0,0.0
477.0,4.365897824650711e-07,1.3201385793893384e-06,7.851272892842365e-07,2.247816216115984e-06,7.468928095153071e-07,0.7203748576575947,0.7188847252946894,0.7064692266464874,0.0,0.0,0.0,0.0
478.0,1.7275725582913026e-07,1.4114606408944777e-06,7.904261551539746e-07,2.1398514056471906e-06,7.740629213522498e-07,0.7168328916710386,0.7170552516258978,0.7068945070048337,0.0,0.0,0.0,0.0
479.0,1.7232404299890868e-07,1.4734144025312399e-06,6.640529688179822e-07,1.9448602930565323e-06,8.812163455085275e-07,0.7143161493691832,0.7156099611659532,0.7084241637409054,0.0,0.0,0.0,0.0
480.0,1.7187717280195614e-07,1.469353282197509e-06,7.277482295903251e-07,2.1638180519626617e-06,8.78712753826012e-07,0.7136882066609098,0.7142894189142817,0.7026648586240448,0.0,0.0,0.0,0.0
481.0,2.214131445230275e-07,1.3753243053601632e-06,7.428402183079863e-07,2.5288289254879787e-06,9.081594877557694e-07,0.7163470312759258,0.7149825771988508,0.7058760586078422,0.0,0.0,0.0,0.0
482.0,1.5294499191183898e-07,1.373056503227364e-06,7.527132663605858e-07,3.1297849217291805e-06,9.62683808309232e-07,0.7199887908292911,0.7179577978545151,0.7003028566263736,0.0,0.0,0.0,0.0
483.0,1.5358226845620916e-07,1.473192711688226e-06,7.412094948266122e-07,3.146983511488055e-06,9.441141524294651e-07,0.7225375136186756,0.721287742279842,0.7116829304460951,0.0,0.0,0.0,0.0
484.0,1.542178577797579e-07,1.5454093370290322e-06,5.229441138190231e-07,2.7618491969722483e-06,8.816800951937211e-07,0.726109766362818,0.7243254357420765,0.7094907437902739,0.0,0.0,0.0,0.0
485.0,1.6227379534223377e-07,1.5885126008033395e-06,6.576926254979402e-07,2.50751627496865e-06,8.554116210195159e-07,0.7304179891409153,0.7269327506036913,0.7072650761831832,0.0,0.0,0.0,0.0
486.0,1.554936425008694e-07,1.6459693190324418e-06,7.04974318685795e-07,2.288263983769233e-06,9.181003130219586e-07,0.73450800425798,0.7301439285179123,0.7179950636913028,0.0,0.0,0.0,0.0
487.0,1.5612420936712133e-07,1.6229558419037483e-06,6.926888492178443e-07,2.2979466964378957e-06,9.661095013690036e-07,0.737747225368855,0.7333432680798287,0.7215298413743308,0.0,0.0,0.0,0.0
488.0,1.674789828714655e-07,1.79316675307948e-06,7.996102595885678e-07,2.1322765326737875e-06,9.025659468781271e-07,0.73991659258164,0.7354212607409459,0.7225903660047988,0.0,0.0,0.0,0.0
489.0,2.2888030103922806e-07,1.7698874308609907e-06,7.351739352068591e-07,2.2614575947406774e-06,9.057783178317167e-07,0.7416210779725183,0.7378437148792952,0.7255150104630057,0.0,0.0,0.0,0.0
490.0,1.8493166045432085e-07,1.8362356669718442e-06,7.531053199665286e-07,2.450404955959423e-06,9.390163504435237e-07,0.7431247081800594,0.7411332393417467,0.7300747161642045,0.0,0.0,0.0,0.0
491.0,1.8566178319678237e-07,1.744410502224427e-06,6.879341104808107e-07,2.8047356281383494e-06,9.277550867025552e-07,0.744873427871052,0.7442636390721705,0.7304926033847822,0.0,0.0,0.0,0.0
492.0,2.75694376660053e-07,1.7667318801994294e-06,7.662763700350261e-07,2.70299147608809e-06,9.003802564470878e-07,0.7465796637002489,0.7471692623126177,0.7342297850278878,0.0,0.0,0.0,0.0
493.0,3.4493501753586337e-07,1.9237340136215125e-06,7.957486536001734e-07,2.4128160946524823e-06,8.920932650781027e-07,0.743947169631409,0.7460915830323638,0.7316512788794055,0.0,0.0,0.0,0.0
494.0,1.8584951184716274e-07,1.874819106165307e-06,7.946544567921854e-07,2.128722471549775e-06,9.664211094237255e-07,0.7405339399109714,0.7442490606409443,0.7282949656525148,0.0,0.0,0.0,0.0
495.0,1.8558264850363888e-07,1.8565398237248153e-06,7.403529763315343e-07,2.118221291735618e-06,1.2741898491378888e-06,0.7386110563753628,0.7432701824865646,0.7272181479904934,0.0,0.0,0.0,0.0
496.0,1.8530660650607194e-07,2.072606705266665e-06,7.919011916833939e-07,2.310219496333453e-06,1.3316333651286466e-06,0.7371325951106046,0.7426354703299591,0.727343714833301,0.0,0.0,0.0,0.0
497.0,2.2863117564079303e-07,3.370780044290324e-06,7.831392499389172e-07,2.5236042126211266e-06,1.0517312499397045e-06,0.7104494754322959,0.7417949812040562,0.7255125071871291,0.0,0.0,0.0,0.0
498.0,1.578312098680475e-07,2.6396475765579076e-05,7.891824873614651e-07,2.789513388316124e-06,8.69433212367478e-07,0.5836938209410586,0.7414404518023392,0.7235545354954209,0.0,0.0,0.0,0.0
499.0,1.5757183208268294e-07,0.00012425292147722576,7.125162279293418e-07,2.828457559864808e-06,7.92885441304707e-07,0.3369028526862904,0.740572897699309,0.7264100334891279,0.0,0.0,0.0,0.0
500.0,1.6810050634150482e-07,0.00042032621224696485,5.988536778907269e-07,3.1682185540089626e-06,7.767773940615707e-07,0.10896167389109479,0.738788757499262,0.727157119543442,0.0,0.0,0.0,0.0
501.0,1.679277069561623e-07,0.0025438928173216256,7.703232779941275e-07,3.6408315256555085e-06,7.758435295518148e-07,0.013808646044300918,0.738235695219045,0.7246379104780968,0.0,0.0,0.0,0.0
502.0,1.6077172901057354e-07,0.05248349443445152,7.422900550489778e-07,4.0457818794250245e-06,1.1291948138747051e-06,0.0005647293600964222,0.7409249656875891,0.7264441799731975,0.0,0.0,0.0,0.0
503.0,1.6072003556467896e-07,0.23978117322112105,6.891438740982136e-07,3.639040201188345e-06,1.2705717059758863e-06,0.000173157333129716,0.7408107825765492,0.7213636846420538,0.0,0.0,0.0,0.0
504.0,2.7322508720663584e-07,0.5109516524590472,6.812863763233622e-07,2.8069815482633006e-06,1.3516698197512844e-06,5.3986471252618476e-06,0.7404873353488601,0.7227425930394942,0.0,0.0,0.0,0.0
505.0,1.6059562250155915e-07,0.6813837375261318,7.25894925198657e-07,2.471923793999353e-06,1.0528571281776076e-06,2.56320314626914e-06,0.7403499924164981,0.7257818294757216,0.0,0.0,0.0,0.0
506.0,1.6472835834736437e-07,0.7261125568013659,6.957752179286657e-07,2.440775657851957e-06,8.209577177604682e-07,2.0896325269034016e-06,0.7400636281140648,0.7229213862833332,0.0,0.0,0.0,0.0
507.0,1.646629069693295e-07,0.7349543335964916,7.176326374122955e-07,2.415173373980953e-06,7.831371558237462e-07,1.617052016296273e-06,0.7402033083137591,0.7255244105269197,0.0,0.0,0.0,0.0
508.0,1.6565077285207703e-07,0.7342872472004787,7.022196810936002e-07,2.227266172688832e-06,6.632282482801578e-07,1.1448495537299805e-06,0.7401734212062925,0.7301624276497931,0.0,0.0,0.0,0.0
509.0,1.5494896194383548e-07,0.7262461394946512,7.769180596755848e-07,2.041320900230321e-06,8.045536776333624e-07,2.1545404550527144e-06,0.7391483741338861,0.7253834357069029,0.0,0.0,0.0,0.0
510.0,1.8918923288589512e-07,0.7240155711524238,6.346199504182799e-07,2.1283788699663203e-06,8.26443827233425e-07,4.441491004426926e-06,0.7384815078198846,0.7213526507904551,0.0,0.0,0.0,0.0
511.0,1.940519743180936e-07,0.7297837563883132,7.235826524482218e-07,2.4490849277099513e-06,9.594551624916614e-07,5.448345943279371e-06,0.7385651247934882,0.7221389932790062,0.0,0.0,0.0,0.0
512.0,1.5871028594078305e-07,0.7181244158802966,6.85685425442386e-07,2.42346451786217e-06,9.517014273877192e-07,4.502622138074217e-06,0.7382253376662131,0.7212020090246977,0.0,0.0,0.0,0.0
513.0,2.152833612229714e-07,0.5966638149216981,7.303222040323956e-07,2.230786500755772e-06,8.698292589718037e-07,4.165939356828752e-06,0.7377072469386606,0.725704897572418,0.0,0.0,0.0,0.0
514.0,2.7860859756175524e-07,0.3390629932965297,7.680606418784196e-07,2.282648427962248e-06,8.180775623282573e-07,3.561795291826442e-06,0.7374716247115459,0.7274971734929975,0.0,0.0,0.0,0.0
515.0,6.160560130161181e-07,0.06486182672228834,7.754629002984121e-07,2.5655321031632405e-06,8.704603375572774e-07,2.8236539474819326e-06,0.7381502234404922,0.7208879161301353,0.0,0.0,0.0,0.0
516.0,3.8334778563084284e-07,0.007048181084593508,8.05553670981994e-07,2.5970037996703616e-06,8.555248263111675e-07,3.765423548922881e-06,0.7389671516197631,0.7310080320165273,0.0,0.0,0.0,0.0
517.0,2.4720558020018206e-07,0.00118729879239182,7.759271346028627e-07,2.395138540340594e-06,8.181992850562262e-07,3.6987229038498472e-06,0.7377230317614291,0.7214302710603715,0.0,0.0,0.0,0.0
518.0,2.632752945339583e-07,0.0002148236546139222,7.911607251315562e-07,2.374204524813211e-06,7.591290431030713e-07,2.4881551455882576e-06,0.7363749160274194,0.7210559613743178,0.0,0.0,0.0,0.0
519.0,3.7136402986945615e-07,4.684262515569916e-05,7.913567606866655e-07,2.465021398639728e-06,7.443893120296635e-07,3.0939713653742053e-06,0.7380015297562457,0.7239228221733917,0.0,0.0,0.0,0.0
520.0,2.7801766275008075e-07,7.866823531143399e-06,8.061968560579425e-07,2.7319249934281857e-06,8.710594615357145e-07,2.286764513599953e-06,0.7394446283393952,0.7293763502799259,0.0,0.0,0.0,0.0
521.0,2.1170069929634307e-07,2.3946887453762176e-06,8.287818058531146e-07,2.382433205793546e-06,8.489239772385256e-07,1.3451565750426034e-06,0.7386420711793776,0.7318920644761122,0.0,0.0,0.0,0.0
522.0,2.6414393558217365e-07,1.723092281106045e-06,8.291821166436751e-07,2.2793390519940806e-06,8.490752535751483e-07,3.970594778730628e-06,0.7390101890789699,0.7311768288767706,0.0,0.0,0.0,0.0
523.0,1.8848222743056449e-07,1.5963073018747296e-06,8.88783804846423e-07,2.4651688297816886e-06,9.087362327914702e-07,4.0382221685999506e-06,0.7410990764395144,0.7292715798389857,0.0,0.0,0.0,0.0
524.0,1.916337762036989e-07,1.514477697093222e-06,8.44195678308019e-07,2.7480695652445867e-06,9.238951095309178e-07,2.55716039787159e-06,0.7418404132440072,0.7286072414004365,0.0,0.0,0.0,0.0
525.0,3.265015331384991e-07,1.5549015610997472e-06,8.230703301109635e-07,2.9531860725804944e-06,7.689311030821733e-07,2.4260310292665413e-06,0.7423235385651954,0.7261281174596108,0.0,0.0,0.0,0.0
526.0,1.7959111493650064e-07,1.4446842810749806e-06,8.543652778596754e-07,2.9666219783209505e-06,7.846858743808661e-07,1.6878925627580478e-06,0.7436721946310589,0.729317313359754,0.0,0.0,0.0,0.0
527.0,1.6899302664706435e-07,1.439464387760151e-06,9.234029540414283e-07,3.1498227492319982e-06,7.55722025073291e-07,1.0817491152938022e-06,0.7457528721527629,0.7404571318570317,0.0,0.0,0.0,0.0
528.0,1.677030409416931e-07,1.2690435503541646e-06,9.398095150581485e-07,2.8774889145236474e-06,8.320037259330353e-07,3.9287643152314075e-06,0.7474032904834985,0.7362308071360351,0.0,0.0,0.0,0.0
529.0,1.7884832160011817e-07,1.2410433116333263e-06,8.506375068967535e-07,2.5758826048804545e-06,8.185886447281445e-07,4.614062438926359e-06,0.7484076614302648,0.7351217041022563,0.0,0.0,0.0,0.0
530.0,1.7208350319087632e-07,1.3407515669760784e-06,6.710052550510154e-07,2.136004296792327e-06,9.101884454676721e-07,3.3291043924286405e-06,0.7499220820391829,0.7412610069370876,0.0,0.0,0.0,0.0
531.0,1.7339139020662273e-07,1.2974752198073343e-06,7.854033507107197e-07,2.0487684384103585e-06,9.115222814222525e-07,2.8577923685170516e-06,0.7522976276296018,0.7460856804289759,0.0,0.0,0.0,0.0
532.0,1.7564608760361226e-07,1.261701260977107e-06,7.188935521567565e-07,2.2706462225959407e-06,8.223967558048301e-07,2.5219264722771846e-06,0.7535909524916528,0.7449887117689604,0.0,0.0,0.0,0.0
533.0,2.6832499050210986e-07,1.4448787150249473e-06,7.424559747582555e-07,2.3938376196289766e-06,7.47932667057176e-07,2.457427294021281e-06,0.7537025320329287,0.7421641753402898,0.0,0.0,0.0,0.0
534.0,2.3055436640281747e-07,1.3931013256748573e-06,7.051012153988837e-07,2.6917946133830436e-06,9.075041661269904e-07,2.7335160343200693e-06,0.7552953206691679,0.7417862596227432,0.0,0.0,0.0,0.0
535.0,1.6137159548162223e-07,1.4024518516128197e-06,7.590191490092071e-07,2.566062717301595e-06,1.089947115771025e-06,2.0523127624296826e-06,0.7571001449860761,0.747328101994712,0.0,0.0,0.0,0.0
536.0,1.8345253781928937e-07,1.4273187068053822e-06,7.145182575172366e-07,2.7051558022699934e-06,1.1296703686680412e-06,2.328752800379968e-06,0.7580147997164626,0.7481999482882539,0.0,0.0,0.0,0.0
537.0,2.0350251633249472e-07,1.3007398786442858e-06,7.313333143226993e-07,2.8945803546060223e-06,1.1549063769654312e-06,2.677205889839427e-06,0.7598701119705465,0.7484371822528488,0.0,0.0,0.0,0.0
538.0,1.9161162887164098e-07,1.2887494958178054e-06,7.940007159588462e-07,3.2501456502236805e-06,1.0354572800705251e-06,2.064579550779958e-06,0.7618290662244448,0.7548776045438667,0.0,0.0,0.0,0.0
539.0,1.9593502958391107e-07,1.5968027718962459e-06,7.57444620299573e-07,3.3780310175466732e-06,9.38528660062953e-07,1.655415318539066e-06,0.7629205840062366,0.755416268265776,0.0,0.0,0.0,0.0
540.0,2.411854159515603e-07,1.4703408225078466e-06,7.359582463037282e-07,3.3875975711010906e-06,9.479712558396547e-07,2.1432295742579796e-06,0.7647262022667491,0.7532202083000638,0.0,0.0,0.0,0.0
541.0,4.449242062018564e-07,1.488900198705449e-06,7.146344397168361e-07,3.2870980903954626e-06,9.578308860875042e-07,2.2864688994630814e-06,0.7670197204488738,0.7520271694831199,0.0,0.0,0.0,0.0
542.0,2.597242148192478e-07,1.4462543028271193e-06,7.625092694926246e-07,3.3624254495437414e-06,9.216792807597259e-07,2.568895382936859e-06,0.7682453836599392,0.7547305645196702,0.0,0.0,0.0,0.0
543.0,2.8129016121599695e-07,1.5263790837689445e-06,8.337059309329599e-07,3.2708145556424902e-06,7.697241205293246e-07,2.435365549305461e-06,0.7689338195208973,0.7584011178478639,0.0,0.0,0.0,0.0
544.0,5.322636333451203e-07,1.6143296326457634e-06,9.206306856296594e-07,3.222571712696921e-06,9.410635519961069e-07,1.6735363700427126e-06,0.770600319480444,0.7574678258958905,0.0,0.0,0.0,0.0
545.0,3.3875412078554656e-07,1.6641337215044843e-06,9.070425191878457e-07,3.122434818420793e-06,1.020493510276525e-06,1.747845742339628e-06,0.7732569358891075,0.7635523293666183,0.0,0.0,0.0,0.0
546.0,2.666067897311431e-07,1.5512693877602598e-06,8.856772732785677e-07,3.1529141203329368e-06,8.056119596173318e-07,2.452397723830511e-06,0.7756001395420477,0.7684310347722187,0.0,0.0,0.0,0.0
547.0,3.3307788036391775e-07,1.6407665818023499e-06,9.109102208235733e-07,3.081868207181671e-06,8.77317152052858e-07,3.2296287954876186e-06,0.7765009602295811,0.7616001397530635,0.0,0.0,0.0,0.0
548.0,3.121881060121579e-07,1.5012353561711994e-06,8.962724053951943e-07,3.2928721935422147e-06,1.0562652173098528e-06,2.950234606754787e-06,0.776270248436688,0.7653215775986874,0.0,0.0,0.0,0.0
549.0,4.420203970897887e-07,1.446952169737777e-06,9.03869368742445e-07,3.3476195843612424e-06,1.141785416908169e-06,2.8803310200770314e-06,0.777120196156387,0.7649608295831869,0.0,0.0,0.0,0.0
550.0,6.537697620686363e-07,1.3923988872656305e-06,9.654882686799658e-07,3.136295045340427e-06,1.0796664462192747e-06,2.1777953434439375e-06,0.7775506173060382,0.7586782974980949,0.0,0.3660253378052711,0.0,0.0
551.0,5.105572360439816e-07,1.267984427752506e-06,9.111602048865099e-07,3.105673005590887e-06,9.860977931558906e-07,2.1078161156984478e-06,0.7772608787339179,0.7641309993399054,0.0,0.0,0.0,0.0
552.0,2.6692485958757776e-07,1.3766491990488075e-06,9.501529229934182e-07,3.114770992355186e-06,9.240739484645225e-07,2.5295815499735998e-06,0.7781247445484665,0.762107513556783,0.0,0.0,0.0,0.0
553.0,1.5800006390066874e-07,1.3991951148911383e-06,9.266411462228816e-07,3.043758435917856e-06,9.161676795775965e-07,2.4596138663713285e-06,0.778705096450586,0.7685055392267666,0.0,0.0,0.0,0.0
